@6549lmartin,RT @RealAlexJones: Exclusive: New Ice-T &amp; Dave Mustaine Song Warns Of Martial Law In America - https://t.co/gXfUmlFtZJ  #infowars,http://twitter.com/6549lmartin/status/893914593449447424,"August 05, 2017 at 07:20PM"
@RogueTrade,RT @infowars: Abortion giant &amp; alleged baby body part trafficker is encouraging parents of preschoolers to teach É??gender identityÉ?ù https://t.co/kbu0bGxD7b,http://twitter.com/RogueTrade/status/893914624579354624,"August 05, 2017 at 07:20PM"
@GFrankway,"RT @floridayys: Savage: Civil War If Trump Taken Down 
Éùœã˜èÉùœã˜èÉùœã˜è–??ß–??˜–??ß–??˜–??ß–??˜–???–???–???É??É??É?? https://t.co/pn3HbqQtRX",http://twitter.com/GFrankway/status/893914632242569218,"August 05, 2017 at 07:20PM"
@QamilaBlue,RT @infowars: Exclusive: New Ice-T &amp; Dave Mustaine Song Warns Of Martial Law In America - https://t.co/odj2kczeeT  #infowars,http://twitter.com/QamilaBlue/status/893914673803931648,"August 05, 2017 at 07:20PM"
@pharaohmau,Savage: Civil War If Trump Taken Down https://t.co/07nHE1UERF,http://twitter.com/pharaohmau/status/893914686512660481,"August 05, 2017 at 07:20PM"
@myrightthumb,RT @RealAlexJones: Exclusive: New Ice-T &amp; Dave Mustaine Song Warns Of Martial Law In America - https://t.co/gXfUmlFtZJ  #infowars,http://twitter.com/myrightthumb/status/893914748164612096,"August 05, 2017 at 07:20PM"
@AnthonyJRomano,RT @TrumpSuperPAC: Eric Trump shadow ban shows how Twitter platform actively works to hide news reflecting positively on the president! https://t.co/6RRyX4xX4H,http://twitter.com/AnthonyJRomano/status/893914759405461507,"August 05, 2017 at 07:21PM"
@peaceischrist,RT @DRUDGE_REPORT: MICHAEL SAVAGE: CIVIL WAR IF TRUMP TAKEN DOWN... https://t.co/tr5xBZmt6e,http://twitter.com/peaceischrist/status/893914772197879808,"August 05, 2017 at 07:21PM"
@trumpdawg77,RT @DRUDGE_REPORT: TWITTER CENSORS TRUMP JOBS REPORT... https://t.co/gRictV7oDs,http://twitter.com/trumpdawg77/status/893914784378368002,"August 05, 2017 at 07:21PM"
@ellroy19,"RT @RealAlexJones: Obama created a É??#MinistryofTruthÉ?? to help censor the internet and silence voices that opposed the left -
 https://t.co/0fYla41r5m #usa",http://twitter.com/ellroy19/status/893916248311865344,"August 05, 2017 at 07:26PM"
